"Fecha aplicación","Año","Cod_Territorio","Nom_Territorio","Cantidad_dosis_aplicadas","fecha_corte"
"2021-07-18","2021","18","Caquetá","1.243","2023-02-28"
"2021-07-18","2021","85","Casanare","1.969","2023-02-28"
"2021-07-18","2021","19","Cauca","4.951","2023-02-28"
"2021-07-18","2021","20","Cesar","1.146","2023-02-28"
"2021-07-18","2021","27","Chocó","334","2023-02-28"
"2021-07-18","2021","23","Córdoba","2.599","2023-02-28"
"2021-07-18","2021","25","Cundinamarca","955","2023-02-28"
"2021-07-18","2021","41","Huila","3.631","2023-02-28"
"2021-07-18","2021","44","La Guajira","1.026","2023-02-28"
"2021-07-18","2021","47","Magdalena","278","2023-02-28"
"2021-07-18","2021","50","Meta","558","2023-02-28"
"2021-07-18","2021","52","Nariño","6.408","2023-02-28"
"2021-07-18","2021","54","Norte de Santander","1.760","2023-02-28"
"2021-07-18","2021","86","Putumayo","224","2023-02-28"
"2021-07-18","2021","63","Quindío","528","2023-02-28"
"2021-07-18","2021","66","Risaralda","2.803","2023-02-28"
"2021-07-18","2021","88","San Andrés y Providencia","120","2023-02-28"
"2021-07-18","2021","68","Santander","6.536","2023-02-28"
"2021-07-18","2021","70","Sucre","2.188","2023-02-28"
"2021-07-18","2021","73","Tolima","726","2023-02-28"
"2021-07-18","2021","76","Valle del Cauca","5.033","2023-02-28"
"2021-07-18","2021","76109","Buenaventura","116","2023-02-28"
"2021-07-18","2021","0","Privados","34.853","2023-02-28"
"2021-07-19","2021","91","Amazonas","109","2023-02-28"
"2021-07-19","2021","05","Antioquia","34.926","2023-02-28"
"2021-07-19","2021","81","Arauca","1.166","2023-02-28"
"2021-07-19","2021","08","Atlántico","4.814","2023-02-28"
"2021-07-19","2021","08001","Barranquilla","5.414","2023-02-28"
"2021-07-19","2021","11","Bogotá","33.493","2023-02-28"
"2021-07-19","2021","13","Bolívar","6.010","2023-02-28"
"2021-07-19","2021","13001","Cartagena","5.373","2023-02-28"
"2021-07-19","2021","15","Boyacá","3.292","2023-02-28"
"2021-07-19","2021","17","Caldas","1.924","2023-02-28"
"2021-07-19","2021","18","Caquetá","1.523","2023-02-28"
"2021-07-19","2021","85","Casanare","1.870","2023-02-28"
"2021-07-19","2021","19","Cauca","4.727","2023-02-28"
"2021-07-19","2021","20","Cesar","4.469","2023-02-28"
"2021-07-19","2021","27","Chocó","1.213","2023-02-28"
"2021-07-19","2021","23","Córdoba","7.166","2023-02-28"
"2021-07-19","2021","25","Cundinamarca","11.839","2023-02-28"
"2021-07-19","2021","95","Guaviare","540","2023-02-28"
"2021-07-19","2021","41","Huila","4.787","2023-02-28"
"2021-07-19","2021","44","La Guajira","6.177","2023-02-28"
"2021-07-19","2021","47","Magdalena","3.317","2023-02-28"
"2021-07-19","2021","47001","Santa Marta","1.168","2023-02-28"
"2021-07-19","2021","50","Meta","4.221","2023-02-28"
"2021-07-19","2021","52","Nariño","1.037","2023-02-28"
"2021-07-19","2021","54","Norte de Santander","2.266","2023-02-28"
"2021-07-19","2021","86","Putumayo","1.750","2023-02-28"
"2021-07-19","2021","63","Quindío","3.359","2023-02-28"
"2021-07-19","2021","66","Risaralda","7.012","2023-02-28"
"2021-07-19","2021","88","San Andrés y Providencia","340","2023-02-28"
"2021-07-19","2021","68","Santander","9.410","2023-02-28"
"2021-07-19","2021","70","Sucre","2.807","2023-02-28"
"2021-07-19","2021","73","Tolima","2.923","2023-02-28"
"2021-07-19","2021","76","Valle del Cauca","11.103","2023-02-28"
"2021-07-19","2021","76109","Buenaventura","1.733","2023-02-28"
"2021-07-19","2021","97","Vaupés","168","2023-02-28"
"2021-07-19","2021","99","Vichada","264","2023-02-28"
"2021-07-19","2021","0","Privados","6.899","2023-02-28"
"2021-07-20","2021","91","Amazonas","20","2023-02-28"
"2021-07-20","2021","05","Antioquia","21.457","2023-02-28"
"2021-07-20","2021","81","Arauca","460","2023-02-28"
"2021-07-20","2021","08","Atlántico","1.748","2023-02-28"
"2021-07-20","2021","08001","Barranquilla","1.991","2023-02-28"
"2021-07-20","2021","11","Bogotá","45.676","2023-02-28"
"2021-07-20","2021","13","Bolívar","2.386","2023-02-28"
"2021-07-20","2021","13001","Cartagena","1.056","2023-02-28"
"2021-07-20","2021","15","Boyacá","2.193","2023-02-28"
"2021-07-20","2021","17","Caldas","2.236","2023-02-28"
"2021-07-20","2021","18","Caquetá","578","2023-02-28"
"2021-07-20","2021","85","Casanare","1.523","2023-02-28"
"2021-07-20","2021","19","Cauca","1.096","2023-02-28"
"2021-07-20","2021","20","Cesar","2.175","2023-02-28"
"2021-07-20","2021","27","Chocó","599","2023-02-28"
"2021-07-20","2021","23","Córdoba","6.486","2023-02-28"
"2021-07-20","2021","25","Cundinamarca","4.517","2023-02-28"
"2021-07-20","2021","94","Guainía","17","2023-02-28"
"2021-07-20","2021","95","Guaviare","364","2023-02-28"
"2021-07-20","2021","41","Huila","3.135","2023-02-28"
"2021-07-20","2021","44","La Guajira","1.797","2023-02-28"
"2021-07-20","2021","47","Magdalena","453","2023-02-28"
"2021-07-20","2021","47001","Santa Marta","110","2023-02-28"
"2021-07-20","2021","50","Meta","896","2023-02-28"
"2021-07-20","2021","52","Nariño","4.646","2023-02-28"
"2021-07-20","2021","54","Norte de Santander","2.264","2023-02-28"
"2021-07-20","2021","86","Putumayo","881","2023-02-28"
"2021-07-20","2021","63","Quindío","858","2023-02-28"
"2021-07-20","2021","66","Risaralda","3.313","2023-02-28"
"2021-07-20","2021","88","San Andrés y Providencia","29","2023-02-28"
"2021-07-20","2021","68","Santander","6.199","2023-02-28"
"2021-07-20","2021","70","Sucre","2.403","2023-02-28"
"2021-07-20","2021","73","Tolima","599","2023-02-28"
"2021-07-20","2021","76","Valle del Cauca","11.524","2023-02-28"
"2021-07-20","2021","76109","Buenaventura","272","2023-02-28"
"2021-07-20","2021","0","Privados","31.980","2023-02-28"
"2021-07-21","2021","91","Amazonas","147","2023-02-28"
"2021-07-21","2021","05","Antioquia","34.306","2023-02-28"
"2021-07-21","2021","81","Arauca","746","2023-02-28"
"2021-07-21","2021","08","Atlántico","6.060","2023-02-28"
"2021-07-21","2021","08001","Barranquilla","4.119","2023-02-28"
"2021-07-21","2021","11","Bogotá","19.782","2023-02-28"
"2021-07-21","2021","13","Bolívar","5.481","2023-02-28"
"2021-07-21","2021","13001","Cartagena","4.178","2023-02-28"
"2021-07-21","2021","15","Boyacá","5.651","2023-02-28"
"2021-07-21","2021","17","Caldas","3.681","2023-02-28"
"2021-07-21","2021","18","Caquetá","1.178","2023-02-28"
"2021-07-21","2021","85","Casanare","2.281","2023-02-28"
"2021-07-21","2021","19","Cauca","5.199","2023-02-28"
"2021-07-21","2021","20","Cesar","5.281","2023-02-28"
"2021-07-21","2021","27","Chocó","1.846","2023-02-28"
"2021-07-21","2021","23","Córdoba","6.920","2023-02-28"
"2021-07-21","2021","25","Cundinamarca","12.703","2023-02-28"
"2021-07-21","2021","94","Guainía","95","2023-02-28"
"2021-07-21","2021","95","Guaviare","589","2023-02-28"
"2021-07-21","2021","41","Huila","10.158","2023-02-28"
"2021-07-21","2021","44","La Guajira","5.761","2023-02-28"
"2021-07-21","2021","47","Magdalena","4.269","2023-02-28"
"2021-07-21","2021","47001","Santa Marta","699","2023-02-28"
"2021-07-21","2021","50","Meta","4.036","2023-02-28"
"2021-07-21","2021","52","Nariño","1.782","2023-02-28"
"2021-07-21","2021","54","Norte de Santander","4.121","2023-02-28"
"2021-07-21","2021","86","Putumayo","1.763","2023-02-28"
"2021-07-21","2021","63","Quindío","4.914","2023-02-28"
"2021-07-21","2021","66","Risaralda","6.610","2023-02-28"
"2021-07-21","2021","88","San Andrés y Providencia","7.459","2023-02-28"
"2021-07-21","2021","68","Santander","10.339","2023-02-28"
"2021-07-21","2021","70","Sucre","3.292","2023-02-28"
"2021-07-21","2021","73","Tolima","6.863","2023-02-28"
"2021-07-21","2021","76","Valle del Cauca","21.474","2023-02-28"
"2021-07-21","2021","76109","Buenaventura","1.950","2023-02-28"
"2021-07-21","2021","97","Vaupés","20","2023-02-28"
"2021-07-21","2021","99","Vichada","283","2023-02-28"
"2021-07-21","2021","0","Privados","14.050","2023-02-28"
"2021-07-22","2021","91","Amazonas","136","2023-02-28"
"2021-07-22","2021","05","Antioquia","34.468","2023-02-28"
"2021-07-22","2021","81","Arauca","1.093","2023-02-28"
"2021-07-22","2021","08","Atlántico","6.144","2023-02-28"
"2021-07-22","2021","08001","Barranquilla","4.744","2023-02-28"
"2021-07-22","2021","11","Bogotá","30.178","2023-02-28"
"2021-07-22","2021","13","Bolívar","3.588","2023-02-28"
"2021-07-22","2021","13001","Cartagena","4.866","2023-02-28"
"2021-07-22","2021","15","Boyacá","4.471","2023-02-28"
"2021-07-22","2021","17","Caldas","4.624","2023-02-28"
"2021-07-22","2021","18","Caquetá","1.646","2023-02-28"
"2021-07-22","2021","85","Casanare","3.347","2023-02-28"
"2021-07-22","2021","19","Cauca","3.239","2023-02-28"
"2021-07-22","2021","20","Cesar","3.808","2023-02-28"
"2021-07-22","2021","27","Chocó","1.880","2023-02-28"
"2021-07-22","2021","23","Córdoba","7.309","2023-02-28"
"2021-07-22","2021","25","Cundinamarca","12.291","2023-02-28"
"2021-07-22","2021","94","Guainía","82","2023-02-28"
"2021-07-22","2021","95","Guaviare","619","2023-02-28"
"2021-07-22","2021","41","Huila","7.137","2023-02-28"
"2021-07-22","2021","44","La Guajira","4.233","2023-02-28"
"2021-07-22","2021","47","Magdalena","3.069","2023-02-28"
"2021-07-22","2021","47001","Santa Marta","1.145","2023-02-28"
"2021-07-22","2021","50","Meta","5.540","2023-02-28"
"2021-07-22","2021","52","Nariño","64.083","2023-02-28"
"2021-07-22","2021","54","Norte de Santander","3.200","2023-02-28"
"2021-07-22","2021","86","Putumayo","1.863","2023-02-28"
"2021-07-22","2021","63","Quindío","5.264","2023-02-28"
"2021-07-22","2021","66","Risaralda","7.177","2023-02-28"
"2021-07-22","2021","88","San Andrés y Providencia","6.578","2023-02-28"
"2021-07-22","2021","68","Santander","12.077","2023-02-28"
"2021-07-22","2021","70","Sucre","4.974","2023-02-28"
"2021-07-22","2021","73","Tolima","3.888","2023-02-28"
"2021-07-22","2021","76","Valle del Cauca","20.420","2023-02-28"
"2021-07-22","2021","76109","Buenaventura","1.782","2023-02-28"
"2021-07-22","2021","97","Vaupés","32","2023-02-28"
"2021-07-22","2021","0","Privados","24.199","2023-02-28"
"2021-07-23","2021","91","Amazonas","127","2023-02-28"
"2021-07-23","2021","05","Antioquia","34.914","2023-02-28"
"2021-07-23","2021","81","Arauca","1.264","2023-02-28"
"2021-07-23","2021","08","Atlántico","6.427","2023-02-28"
"2021-07-23","2021","08001","Barranquilla","7.556","2023-02-28"
"2021-07-23","2021","11","Bogotá","44.197","2023-02-28"
"2021-07-23","2021","13","Bolívar","4.998","2023-02-28"
"2021-07-23","2021","13001","Cartagena","5.402","2023-02-28"
"2021-07-23","2021","15","Boyacá","5.927","2023-02-28"
"2021-07-23","2021","17","Caldas","3.983","2023-02-28"
"2021-07-23","2021","18","Caquetá","1.445","2023-02-28"
"2021-07-23","2021","85","Casanare","1.937","2023-02-28"
"2021-07-23","2021","19","Cauca","3.121","2023-02-28"
"2021-07-23","2021","20","Cesar","6.371","2023-02-28"
"2021-07-23","2021","27","Chocó","2.103","2023-02-28"
"2021-07-23","2021","23","Córdoba","7.213","2023-02-28"
"2021-07-23","2021","25","Cundinamarca","15.998","2023-02-28"
"2021-07-23","2021","94","Guainía","63","2023-02-28"
"2021-07-23","2021","95","Guaviare","937","2023-02-28"
"2021-07-23","2021","41","Huila","7.241","2023-02-28"
"2021-07-23","2021","44","La Guajira","4.000","2023-02-28"
"2021-07-23","2021","47","Magdalena","3.023","2023-02-28"
"2021-07-23","2021","47001","Santa Marta","1.597","2023-02-28"
"2021-07-23","2021","50","Meta","2.743","2023-02-28"
"2021-07-23","2021","52","Nariño","7.460","2023-02-28"
"2021-07-23","2021","54","Norte de Santander","8.906","2023-02-28"
"2021-07-23","2021","86","Putumayo","2.687","2023-02-28"
"2021-07-23","2021","63","Quindío","5.359","2023-02-28"
"2021-07-23","2021","66","Risaralda","7.549","2023-02-28"
"2021-07-23","2021","88","San Andrés y Providencia","4.982","2023-02-28"
"2021-07-23","2021","68","Santander","16.253","2023-02-28"
"2021-07-23","2021","70","Sucre","4.739","2023-02-28"
"2021-07-23","2021","73","Tolima","8.074","2023-02-28"
"2021-07-23","2021","76","Valle del Cauca","20.031","2023-02-28"
"2021-07-23","2021","76109","Buenaventura","1.673","2023-02-28"
"2021-07-23","2021","97","Vaupés","6","2023-02-28"
"2021-07-23","2021","0","Privados","30.312","2023-02-28"
"2021-07-24","2021","91","Amazonas","41","2023-02-28"
"2021-07-24","2021","05","Antioquia","40.892","2023-02-28"
"2021-07-24","2021","81","Arauca","3.229","2023-02-28"
"2021-07-24","2021","08","Atlántico","6.513","2023-02-28"
"2021-07-24","2021","08001","Barranquilla","8.435","2023-02-28"
"2021-07-24","2021","11","Bogotá","53.423","2023-02-28"
"2021-07-24","2021","13","Bolívar","3.570","2023-02-28"
"2021-07-24","2021","13001","Cartagena","3.829","2023-02-28"
"2021-07-24","2021","15","Boyacá","2.888","2023-02-28"
"2021-07-24","2021","17","Caldas","4.148","2023-02-28"
"2021-07-24","2021","18","Caquetá","1.955","2023-02-28"
"2021-07-24","2021","85","Casanare","3.140","2023-02-28"
"2021-07-24","2021","19","Cauca","4.809","2023-02-28"
"2021-07-24","2021","20","Cesar","6.048","2023-02-28"
"2021-07-24","2021","27","Chocó","1.529","2023-02-28"
"2021-07-24","2021","23","Córdoba","10.901","2023-02-28"
"2021-07-24","2021","25","Cundinamarca","15.398","2023-02-28"
"2021-07-24","2021","94","Guainía","44","2023-02-28"
"2021-07-24","2021","95","Guaviare","493","2023-02-28"
"2021-07-24","2021","41","Huila","6.119","2023-02-28"
"2021-07-24","2021","44","La Guajira","2.288","2023-02-28"
"2021-07-24","2021","47001","Santa Marta","22.565","2023-02-28"
"2021-07-24","2021","50","Meta","6.208","2023-02-28"
"2021-07-24","2021","52","Nariño","6.109","2023-02-28"
"2021-07-24","2021","54","Norte de Santander","16.858","2023-02-28"
"2021-07-24","2021","86","Putumayo","763","2023-02-28"
"2021-07-24","2021","63","Quindío","3.609","2023-02-28"
"2021-07-24","2021","66","Risaralda","5.613","2023-02-28"
"2021-07-24","2021","88","San Andrés y Providencia","61","2023-02-28"
"2021-07-24","2021","68","Santander","14.812","2023-02-28"
"2021-07-24","2021","70","Sucre","4.699","2023-02-28"
"2021-07-24","2021","73","Tolima","4.753","2023-02-28"
"2021-07-24","2021","76","Valle del Cauca","18.737","2023-02-28"
"2021-07-24","2021","76109","Buenaventura","212","2023-02-28"
"2021-07-24","2021","97","Vaupés","17","2023-02-28"
"2021-07-24","2021","0","Privados","23.106","2023-02-28"
"2021-07-25","2021","91","Amazonas","96","2023-02-28"
"2021-07-25","2021","05","Antioquia","34.209","2023-02-28"
"2021-07-25","2021","81","Arauca","889","2023-02-28"
"2021-07-25","2021","08","Atlántico","2.150","2023-02-28"
"2021-07-25","2021","08001","Barranquilla","7.526","2023-02-28"
"2021-07-25","2021","11","Bogotá","43.630","2023-02-28"
"2021-07-25","2021","13","Bolívar","1.661","2023-02-28"
"2021-07-25","2021","13001","Cartagena","1.810","2023-02-28"
"2021-07-25","2021","15","Boyacá","6.676","2023-02-28"
"2021-07-25","2021","17","Caldas","5.387","2023-02-28"
"2021-07-25","2021","18","Caquetá","1.415","2023-02-28"
"2021-07-25","2021","85","Casanare","2.890","2023-02-28"
"2021-07-25","2021","19","Cauca","2.797","2023-02-28"
"2021-07-25","2021","20","Cesar","3.276","2023-02-28"
"2021-07-25","2021","27","Chocó","319","2023-02-28"
"2021-07-25","2021","23","Córdoba","5.503","2023-02-28"
"2021-07-25","2021","25","Cundinamarca","9.866","2023-02-28"
"2021-07-25","2021","94","Guainía","6","2023-02-28"
"2021-07-25","2021","41","Huila","3.989","2023-02-28"
"2021-07-25","2021","44","La Guajira","379","2023-02-28"
"2021-07-25","2021","47","Magdalena","5.552","2023-02-28"
"2021-07-25","2021","47001","Santa Marta","130","2023-02-28"
"2021-07-25","2021","50","Meta","1.322","2023-02-28"
"2021-07-25","2021","52","Nariño","6.465","2023-02-28"
"2021-07-25","2021","54","Norte de Santander","10.738","2023-02-28"
"2021-07-25","2021","86","Putumayo","962","2023-02-28"
"2021-07-25","2021","63","Quindío","1.666","2023-02-28"
"2021-07-25","2021","66","Risaralda","2.542","2023-02-28"
"2021-07-25","2021","88","San Andrés y Providencia","26","2023-02-28"
"2021-07-25","2021","68","Santander","8.102","2023-02-28"
"2021-07-25","2021","70","Sucre","2.207","2023-02-28"
"2021-07-25","2021","73","Tolima","2.235","2023-02-28"
"2021-07-25","2021","76","Valle del Cauca","20.260","2023-02-28"
"2021-07-25","2021","76109","Buenaventura","131","2023-02-28"
"2021-07-25","2021","99","Vichada","743","2023-02-28"
"2021-07-25","2021","0","Privados","21.156","2023-02-28"
"2021-07-26","2021","91","Amazonas","712","2023-02-28"
"2021-07-26","2021","05","Antioquia","38.447","2023-02-28"
"2021-07-26","2021","81","Arauca","1.920","2023-02-28"
"2021-07-26","2021","08","Atlántico","3.895","2023-02-28"
"2021-07-26","2021","08001","Barranquilla","7.885","2023-02-28"
"2021-07-26","2021","11","Bogotá","40.395","2023-02-28"
"2021-07-26","2021","13","Bolívar","4.279","2023-02-28"
"2021-07-26","2021","13001","Cartagena","5.997","2023-02-28"
"2021-07-26","2021","15","Boyacá","12.459","2023-02-28"
"2021-07-26","2021","17","Caldas","4.261","2023-02-28"
"2021-07-26","2021","18","Caquetá","2.636","2023-02-28"
"2021-07-26","2021","85","Casanare","3.007","2023-02-28"
"2021-07-26","2021","19","Cauca","2.031","2023-02-28"
"2021-07-26","2021","20","Cesar","6.276","2023-02-28"
"2021-07-26","2021","27","Chocó","2.509","2023-02-28"
"2021-07-26","2021","23","Córdoba","14.420","2023-02-28"
"2021-07-26","2021","25","Cundinamarca","17.267","2023-02-28"
"2021-07-26","2021","94","Guainía","144","2023-02-28"
"2021-07-26","2021","95","Guaviare","688","2023-02-28"
"2021-07-26","2021","41","Huila","5.096","2023-02-28"
"2021-07-26","2021","44","La Guajira","4.467","2023-02-28"
"2021-07-26","2021","47","Magdalena","5.003","2023-02-28"
"2021-07-26","2021","47001","Santa Marta","668","2023-02-28"
"2021-07-26","2021","50","Meta","3.936","2023-02-28"
"2021-07-26","2021","52","Nariño","4.595","2023-02-28"
"2021-07-26","2021","54","Norte de Santander","11.403","2023-02-28"
"2021-07-26","2021","86","Putumayo","822","2023-02-28"
"2021-07-26","2021","63","Quindío","3.570","2023-02-28"
"2021-07-26","2021","66","Risaralda","5.235","2023-02-28"
"2021-07-26","2021","88","San Andrés y Providencia","206","2023-02-28"
"2021-07-26","2021","68","Santander","12.666","2023-02-28"
"2021-07-26","2021","70","Sucre","4.742","2023-02-28"
"2021-07-26","2021","73","Tolima","5.041","2023-02-28"
"2021-07-26","2021","76","Valle del Cauca","21.846","2023-02-28"
"2021-07-26","2021","76109","Buenaventura","1.200","2023-02-28"
"2021-07-26","2021","97","Vaupés","17","2023-02-28"
"2021-07-26","2021","99","Vichada","205","2023-02-28"
"2021-07-26","2021","0","Privados","28.208","2023-02-28"
"2021-07-27","2021","91","Amazonas","467","2023-02-28"
"2021-07-27","2021","05","Antioquia","30.690","2023-02-28"
"2021-07-27","2021","81","Arauca","2.393","2023-02-28"
"2021-07-27","2021","08","Atlántico","2.713","2023-02-28"
"2021-07-27","2021","08001","Barranquilla","3.678","2023-02-28"
"2021-07-27","2021","11","Bogotá","29.193","2023-02-28"
"2021-07-27","2021","13","Bolívar","3.490","2023-02-28"
"2021-07-27","2021","13001","Cartagena","4.397","2023-02-28"
"2021-07-27","2021","15","Boyacá","7.418","2023-02-28"
"2021-07-27","2021","17","Caldas","4.642","2023-02-28"
"2021-07-27","2021","18","Caquetá","2.191","2023-02-28"
"2021-07-27","2021","85","Casanare","1.979","2023-02-28"
"2021-07-27","2021","19","Cauca","4.054","2023-02-28"
"2021-07-27","2021","20","Cesar","3.616","2023-02-28"
"2021-07-27","2021","27","Chocó","2.424","2023-02-28"
"2021-07-27","2021","23","Córdoba","11.137","2023-02-28"
"2021-07-27","2021","25","Cundinamarca","22.789","2023-02-28"
"2021-07-27","2021","94","Guainía","55","2023-02-28"
"2021-07-27","2021","95","Guaviare","454","2023-02-28"
"2021-07-27","2021","41","Huila","6.546","2023-02-28"
"2021-07-27","2021","44","La Guajira","4.667","2023-02-28"
"2021-07-27","2021","47","Magdalena","6.625","2023-02-28"
"2021-07-27","2021","47001","Santa Marta","276","2023-02-28"
"2021-07-27","2021","50","Meta","4.631","2023-02-28"
"2021-07-27","2021","52","Nariño","6.557","2023-02-28"
"2021-07-27","2021","54","Norte de Santander","9.675","2023-02-28"
"2021-07-27","2021","86","Putumayo","1.915","2023-02-28"
"2021-07-27","2021","63","Quindío","4.993","2023-02-28"
"2021-07-27","2021","66","Risaralda","5.816","2023-02-28"
"2021-07-27","2021","88","San Andrés y Providencia","252","2023-02-28"
"2021-07-27","2021","68","Santander","11.907","2023-02-28"
"2021-07-27","2021","70","Sucre","5.657","2023-02-28"
"2021-07-27","2021","73","Tolima","11.220","2023-02-28"
"2021-07-27","2021","76","Valle del Cauca","22.541","2023-02-28"
"2021-07-27","2021","76109","Buenaventura","930","2023-02-28"
"2021-07-27","2021","97","Vaupés","21","2023-02-28"
"2021-07-27","2021","99","Vichada","298","2023-02-28"
"2021-07-27","2021","0","Privados","19.023","2023-02-28"
"2021-07-28","2021","91","Amazonas","491","2023-02-28"
"2021-07-28","2021","05","Antioquia","31.612","2023-02-28"
"2021-07-28","2021","81","Arauca","2.027","2023-02-28"
"2021-07-28","2021","08","Atlántico","2.867","2023-02-28"
"2021-07-28","2021","08001","Barranquilla","5.158","2023-02-28"
"2021-07-28","2021","11","Bogotá","42.653","2023-02-28"
"2021-07-28","2021","13","Bolívar","3.032","2023-02-28"
"2021-07-28","2021","13001","Cartagena","4.024","2023-02-28"
"2021-07-28","2021","15","Boyacá","4.233","2023-02-28"
"2021-07-28","2021","17","Caldas","3.238","2023-02-28"
"2021-07-28","2021","18","Caquetá","2.727","2023-02-28"
"2021-07-28","2021","85","Casanare","2.560","2023-02-28"
"2021-07-28","2021","19","Cauca","5.983","2023-02-28"
"2021-07-28","2021","20","Cesar","3.537","2023-02-28"
"2021-07-28","2021","27","Chocó","2.595","2023-02-28"
"2021-07-28","2021","23","Córdoba","12.157","2023-02-28"
"2021-07-28","2021","25","Cundinamarca","27.335","2023-02-28"
"2021-07-28","2021","94","Guainía","67","2023-02-28"
"2021-07-28","2021","95","Guaviare","380","2023-02-28"
"2021-07-28","2021","41","Huila","6.183","2023-02-28"
"2021-07-28","2021","44","La Guajira","3.868","2023-02-28"
"2021-07-28","2021","47","Magdalena","5.384","2023-02-28"
"2021-07-28","2021","47001","Santa Marta","761","2023-02-28"
"2021-07-28","2021","50","Meta","4.706","2023-02-28"
"2021-07-28","2021","52","Nariño","8.488","2023-02-28"
"2021-07-28","2021","54","Norte de Santander","7.690","2023-02-28"
"2021-07-28","2021","86","Putumayo","1.627","2023-02-28"
"2021-07-28","2021","63","Quindío","3.870","2023-02-28"
"2021-07-28","2021","66","Risaralda","5.626","2023-02-28"
"2021-07-28","2021","88","San Andrés y Providencia","353","2023-02-28"
"2021-07-28","2021","68","Santander","11.249","2023-02-28"
"2021-07-28","2021","70","Sucre","5.722","2023-02-28"
"2021-07-28","2021","73","Tolima","9.129","2023-02-28"
"2021-07-28","2021","76","Valle del Cauca","21.717","2023-02-28"
"2021-07-28","2021","76109","Buenaventura","967","2023-02-28"
"2021-07-28","2021","97","Vaupés","20","2023-02-28"
"2021-07-28","2021","99","Vichada","141","2023-02-28"
"2021-07-28","2021","0","Privados","30.121","2023-02-28"
"2021-07-29","2021","91","Amazonas","295","2023-02-28"
"2021-07-29","2021","05","Antioquia","57.934","2023-02-28"
"2021-07-29","2021","81","Arauca","2.339","2023-02-28"
"2021-07-29","2021","08","Atlántico","13.307","2023-02-28"
"2021-07-29","2021","08001","Barranquilla","10.383","2023-02-28"
"2021-07-29","2021","11","Bogotá","44.866","2023-02-28"
"2021-07-29","2021","13","Bolívar","2.858","2023-02-28"
"2021-07-29","2021","13001","Cartagena","3.547","2023-02-28"
"2021-07-29","2021","15","Boyacá","9.791","2023-02-28"
"2021-07-29","2021","17","Caldas","3.063","2023-02-28"
"2021-07-29","2021","18","Caquetá","1.504","2023-02-28"
"2021-07-29","2021","85","Casanare","1.513","2023-02-28"
"2021-07-29","2021","19","Cauca","4.752","2023-02-28"
"2021-07-29","2021","20","Cesar","6.860","2023-02-28"
"2021-07-29","2021","27","Chocó","2.060","2023-02-28"
"2021-07-29","2021","23","Córdoba","10.733","2023-02-28"
"2021-07-29","2021","25","Cundinamarca","58.007","2023-02-28"
"2021-07-29","2021","94","Guainía","46","2023-02-28"
"2021-07-29","2021","95","Guaviare","221","2023-02-28"
"2021-07-29","2021","41","Huila","5.083","2023-02-28"
"2021-07-29","2021","44","La Guajira","3.578","2023-02-28"
"2021-07-29","2021","47","Magdalena","5.701","2023-02-28"
"2021-07-29","2021","47001","Santa Marta","862","2023-02-28"
"2021-07-29","2021","50","Meta","4.103","2023-02-28"
"2021-07-29","2021","52","Nariño","6.135","2023-02-28"
"2021-07-29","2021","54","Norte de Santander","13.383","2023-02-28"
"2021-07-29","2021","86","Putumayo","1.136","2023-02-28"
"2021-07-29","2021","63","Quindío","5.103","2023-02-28"
"2021-07-29","2021","66","Risaralda","5.988","2023-02-28"
"2021-07-29","2021","88","San Andrés y Providencia","416","2023-02-28"
"2021-07-29","2021","68","Santander","9.299","2023-02-28"
"2021-07-29","2021","70","Sucre","6.165","2023-02-28"
"2021-07-29","2021","73","Tolima","8.431","2023-02-28"
"2021-07-29","2021","76","Valle del Cauca","18.212","2023-02-28"
"2021-07-29","2021","76109","Buenaventura","816","2023-02-28"
"2021-07-29","2021","97","Vaupés","32","2023-02-28"
"2021-07-29","2021","99","Vichada","91","2023-02-28"
"2021-07-30","2021","91","Amazonas","441","2023-02-28"
"2021-07-30","2021","05","Antioquia","61.943","2023-02-28"
"2021-07-30","2021","81","Arauca","2.733","2023-02-28"
"2021-07-30","2021","08","Atlántico","16.908","2023-02-28"
"2021-07-30","2021","08001","Barranquilla","17.202","2023-02-28"
"2021-07-30","2021","11","Bogotá","52.049","2023-02-28"
"2021-07-30","2021","13","Bolívar","10.853","2023-02-28"
"2021-07-30","2021","13001","Cartagena","7.581","2023-02-28"
"2021-07-30","2021","15","Boyacá","22.144","2023-02-28"
"2021-07-30","2021","17","Caldas","13.072","2023-02-28"
"2021-07-30","2021","18","Caquetá","2.155","2023-02-28"
"2021-07-30","2021","85","Casanare","2.844","2023-02-28"
"2021-07-30","2021","19","Cauca","9.834","2023-02-28"
"2021-07-30","2021","20","Cesar","8.821","2023-02-28"
"2021-07-30","2021","27","Chocó","1.629","2023-02-28"
"2021-07-30","2021","23","Córdoba","13.979","2023-02-28"
"2021-07-30","2021","25","Cundinamarca","43.513","2023-02-28"
"2021-07-30","2021","94","Guainía","79","2023-02-28"
"2021-07-30","2021","95","Guaviare","221","2023-02-28"
"2021-07-30","2021","41","Huila","7.006","2023-02-28"
"2021-07-30","2021","44","La Guajira","3.742","2023-02-28"
"2021-07-30","2021","47","Magdalena","4.513","2023-02-28"
"2021-07-30","2021","47001","Santa Marta","1.342","2023-02-28"
"2021-07-30","2021","50","Meta","8.272","2023-02-28"
"2021-07-30","2021","52","Nariño","60.491","2023-02-28"
