"Fecha aplicación","Año","Cod_Territorio","Nom_Territorio","Cantidad_dosis_aplicadas","fecha_corte"
"2021-09-26","2021","68","Santander","3.630","2023-02-28"
"2021-09-26","2021","70","Sucre","760","2023-02-28"
"2021-09-26","2021","73","Tolima","1.431","2023-02-28"
"2021-09-26","2021","76","Valle del Cauca","3.115","2023-02-28"
"2021-09-26","2021","76109","Buenaventura","91","2023-02-28"
"2021-09-26","2021","99","Vichada","185","2023-02-28"
"2021-09-26","2021","0","Privados","7.060","2023-02-28"
"2021-09-27","2021","91","Amazonas","43","2023-02-28"
"2021-09-27","2021","05","Antioquia","31.951","2023-02-28"
"2021-09-27","2021","81","Arauca","969","2023-02-28"
"2021-09-27","2021","08","Atlántico","7.258","2023-02-28"
"2021-09-27","2021","08001","Barranquilla","6.501","2023-02-28"
"2021-09-27","2021","11","Bogotá","49.633","2023-02-28"
"2021-09-27","2021","13","Bolívar","3.205","2023-02-28"
"2021-09-27","2021","13001","Cartagena","6.016","2023-02-28"
"2021-09-27","2021","15","Boyacá","5.498","2023-02-28"
"2021-09-27","2021","17","Caldas","3.576","2023-02-28"
"2021-09-27","2021","18","Caquetá","1.149","2023-02-28"
"2021-09-27","2021","85","Casanare","1.237","2023-02-28"
"2021-09-27","2021","19","Cauca","2.311","2023-02-28"
"2021-09-27","2021","20","Cesar","4.042","2023-02-28"
"2021-09-27","2021","27","Chocó","1.111","2023-02-28"
"2021-09-27","2021","23","Córdoba","8.004","2023-02-28"
"2021-09-27","2021","25","Cundinamarca","16.641","2023-02-28"
"2021-09-27","2021","94","Guainía","74","2023-02-28"
"2021-09-27","2021","95","Guaviare","253","2023-02-28"
"2021-09-27","2021","41","Huila","2.908","2023-02-28"
"2021-09-27","2021","44","La Guajira","2.626","2023-02-28"
"2021-09-27","2021","47","Magdalena","2.634","2023-02-28"
"2021-09-27","2021","47001","Santa Marta","2.777","2023-02-28"
"2021-09-27","2021","50","Meta","2.373","2023-02-28"
"2021-09-27","2021","52","Nariño","992","2023-02-28"
"2021-09-27","2021","54","Norte de Santander","3.090","2023-02-28"
"2021-09-27","2021","86","Putumayo","809","2023-02-28"
"2021-09-27","2021","63","Quindío","1.372","2023-02-28"
"2021-09-27","2021","66","Risaralda","2.970","2023-02-28"
"2021-09-27","2021","88","San Andrés y Providencia","271","2023-02-28"
"2021-09-27","2021","68","Santander","13.348","2023-02-28"
"2021-09-27","2021","70","Sucre","2.682","2023-02-28"
"2021-09-27","2021","73","Tolima","5.586","2023-02-28"
"2021-09-27","2021","76","Valle del Cauca","16.469","2023-02-28"
"2021-09-27","2021","76109","Buenaventura","699","2023-02-28"
"2021-09-27","2021","97","Vaupés","6","2023-02-28"
"2021-09-27","2021","99","Vichada","303","2023-02-28"
"2021-09-28","2021","91","Amazonas","29","2023-02-28"
"2021-09-28","2021","05","Antioquia","35.591","2023-02-28"
"2021-09-28","2021","81","Arauca","962","2023-02-28"
"2021-09-28","2021","08","Atlántico","7.813","2023-02-28"
"2021-09-28","2021","08001","Barranquilla","6.756","2023-02-28"
"2021-09-28","2021","11","Bogotá","31.498","2023-02-28"
"2021-09-28","2021","13","Bolívar","4.508","2023-02-28"
"2021-09-28","2021","13001","Cartagena","6.275","2023-02-28"
"2021-09-28","2021","15","Boyacá","6.290","2023-02-28"
"2021-09-28","2021","17","Caldas","6.477","2023-02-28"
"2021-09-28","2021","18","Caquetá","1.250","2023-02-28"
"2021-09-28","2021","85","Casanare","1.748","2023-02-28"
"2021-09-28","2021","19","Cauca","3.091","2023-02-28"
"2021-09-28","2021","20","Cesar","6.188","2023-02-28"
"2021-09-28","2021","27","Chocó","1.694","2023-02-28"
"2021-09-28","2021","23","Córdoba","6.757","2023-02-28"
"2021-09-28","2021","25","Cundinamarca","35.164","2023-02-28"
"2021-09-28","2021","94","Guainía","25","2023-02-28"
"2021-09-28","2021","95","Guaviare","226","2023-02-28"
"2021-09-28","2021","41","Huila","4.171","2023-02-28"
"2021-09-28","2021","44","La Guajira","2.503","2023-02-28"
"2021-09-28","2021","47","Magdalena","2.526","2023-02-28"
"2021-09-28","2021","47001","Santa Marta","2.023","2023-02-28"
"2021-09-28","2021","50","Meta","2.764","2023-02-28"
"2021-09-28","2021","52","Nariño","3.799","2023-02-28"
"2021-09-28","2021","54","Norte de Santander","6.148","2023-02-28"
"2021-09-28","2021","86","Putumayo","898","2023-02-28"
"2021-09-28","2021","63","Quindío","2.041","2023-02-28"
"2021-09-28","2021","66","Risaralda","3.313","2023-02-28"
"2021-09-28","2021","88","San Andrés y Providencia","216","2023-02-28"
"2021-09-28","2021","68","Santander","12.763","2023-02-28"
"2021-09-28","2021","70","Sucre","2.899","2023-02-28"
"2021-09-28","2021","73","Tolima","7.006","2023-02-28"
"2021-09-28","2021","76","Valle del Cauca","36.969","2023-02-28"
"2021-09-28","2021","76109","Buenaventura","609","2023-02-28"
"2021-09-28","2021","97","Vaupés","7","2023-02-28"
"2021-09-28","2021","99","Vichada","188","2023-02-28"
"2021-09-28","2021","0","Privados","1.799","2023-02-28"
"2021-09-29","2021","91","Amazonas","128","2023-02-28"
"2021-09-29","2021","05","Antioquia","27.864","2023-02-28"
"2021-09-29","2021","81","Arauca","1.158","2023-02-28"
"2021-09-29","2021","08","Atlántico","7.020","2023-02-28"
"2021-09-29","2021","08001","Barranquilla","5.984","2023-02-28"
"2021-09-29","2021","11","Bogotá","24.368","2023-02-28"
"2021-09-29","2021","13","Bolívar","5.778","2023-02-28"
"2021-09-29","2021","13001","Cartagena","5.793","2023-02-28"
"2021-09-29","2021","15","Boyacá","5.290","2023-02-28"
"2021-09-29","2021","17","Caldas","3.742","2023-02-28"
"2021-09-29","2021","18","Caquetá","1.082","2023-02-28"
"2021-09-29","2021","85","Casanare","1.659","2023-02-28"
"2021-09-29","2021","19","Cauca","8.334","2023-02-28"
"2021-09-29","2021","20","Cesar","5.067","2023-02-28"
"2021-09-29","2021","27","Chocó","1.716","2023-02-28"
"2021-09-29","2021","23","Córdoba","8.530","2023-02-28"
"2021-09-29","2021","25","Cundinamarca","23.415","2023-02-28"
"2021-09-29","2021","94","Guainía","42","2023-02-28"
"2021-09-29","2021","95","Guaviare","255","2023-02-28"
"2021-09-29","2021","41","Huila","5.624","2023-02-28"
"2021-09-29","2021","44","La Guajira","1.761","2023-02-28"
"2021-09-29","2021","47","Magdalena","3.101","2023-02-28"
"2021-09-29","2021","47001","Santa Marta","1.626","2023-02-28"
"2021-09-29","2021","50","Meta","4.015","2023-02-28"
"2021-09-29","2021","52","Nariño","4.500","2023-02-28"
"2021-09-29","2021","54","Norte de Santander","7.437","2023-02-28"
"2021-09-29","2021","86","Putumayo","779","2023-02-28"
"2021-09-29","2021","63","Quindío","1.900","2023-02-28"
"2021-09-29","2021","66","Risaralda","4.135","2023-02-28"
"2021-09-29","2021","88","San Andrés y Providencia","198","2023-02-28"
"2021-09-29","2021","68","Santander","11.258","2023-02-28"
"2021-09-29","2021","70","Sucre","4.215","2023-02-28"
"2021-09-29","2021","73","Tolima","8.859","2023-02-28"
"2021-09-29","2021","76","Valle del Cauca","36.631","2023-02-28"
"2021-09-29","2021","76109","Buenaventura","960","2023-02-28"
"2021-09-29","2021","97","Vaupés","12","2023-02-28"
"2021-09-29","2021","99","Vichada","213","2023-02-28"
"2021-09-29","2021","0","Privados","2.088","2023-02-28"
"2021-09-30","2021","91","Amazonas","71","2023-02-28"
"2021-09-30","2021","05","Antioquia","27.648","2023-02-28"
"2021-09-30","2021","81","Arauca","780","2023-02-28"
"2021-09-30","2021","08","Atlántico","6.277","2023-02-28"
"2021-09-30","2021","08001","Barranquilla","5.088","2023-02-28"
"2021-09-30","2021","11","Bogotá","21.112","2023-02-28"
"2021-09-30","2021","13","Bolívar","5.801","2023-02-28"
"2021-09-30","2021","13001","Cartagena","4.812","2023-02-28"
"2021-09-30","2021","15","Boyacá","7.155","2023-02-28"
"2021-09-30","2021","17","Caldas","7.444","2023-02-28"
"2021-09-30","2021","18","Caquetá","1.561","2023-02-28"
"2021-09-30","2021","85","Casanare","1.699","2023-02-28"
"2021-09-30","2021","19","Cauca","8.897","2023-02-28"
"2021-09-30","2021","20","Cesar","14.828","2023-02-28"
"2021-09-30","2021","27","Chocó","2.209","2023-02-28"
"2021-09-30","2021","23","Córdoba","7.450","2023-02-28"
"2021-09-30","2021","25","Cundinamarca","45.281","2023-02-28"
"2021-09-30","2021","94","Guainía","222","2023-02-28"
"2021-09-30","2021","95","Guaviare","439","2023-02-28"
"2021-09-30","2021","41","Huila","8.627","2023-02-28"
"2021-09-30","2021","44","La Guajira","6.966","2023-02-28"
"2021-09-30","2021","47","Magdalena","11.502","2023-02-28"
"2021-09-30","2021","47001","Santa Marta","7.280","2023-02-28"
"2021-09-30","2021","50","Meta","4.146","2023-02-28"
"2021-09-30","2021","52","Nariño","12.607","2023-02-28"
"2021-09-30","2021","54","Norte de Santander","5.399","2023-02-28"
"2021-09-30","2021","86","Putumayo","3.013","2023-02-28"
"2021-09-30","2021","63","Quindío","2.079","2023-02-28"
"2021-09-30","2021","66","Risaralda","14.252","2023-02-28"
"2021-09-30","2021","88","San Andrés y Providencia","258","2023-02-28"
"2021-09-30","2021","68","Santander","23.114","2023-02-28"
"2021-09-30","2021","70","Sucre","7.409","2023-02-28"
"2021-09-30","2021","73","Tolima","9.305","2023-02-28"
"2021-09-30","2021","76","Valle del Cauca","12.679","2023-02-28"
"2021-09-30","2021","76109","Buenaventura","1.052","2023-02-28"
"2021-09-30","2021","97","Vaupés","94","2023-02-28"
"2021-09-30","2021","99","Vichada","175","2023-02-28"
"2021-09-30","2021","0","Privados","1.661","2023-02-28"
"2021-10-01","2021","91","Amazonas","91","2023-02-28"
"2021-10-01","2021","05","Antioquia","47.785","2023-02-28"
"2021-10-01","2021","81","Arauca","619","2023-02-28"
"2021-10-01","2021","08","Atlántico","3.557","2023-02-28"
"2021-10-01","2021","08001","Barranquilla","4.578","2023-02-28"
"2021-10-01","2021","11","Bogotá","172.902","2023-02-28"
"2021-10-01","2021","13","Bolívar","7.788","2023-02-28"
"2021-10-01","2021","13001","Cartagena","5.371","2023-02-28"
"2021-10-01","2021","15","Boyacá","6.126","2023-02-28"
"2021-10-01","2021","17","Caldas","5.075","2023-02-28"
"2021-10-01","2021","18","Caquetá","866","2023-02-28"
"2021-10-01","2021","85","Casanare","1.573","2023-02-28"
"2021-10-01","2021","19","Cauca","3.587","2023-02-28"
"2021-10-01","2021","20","Cesar","15.872","2023-02-28"
"2021-10-01","2021","27","Chocó","654","2023-02-28"
"2021-10-01","2021","23","Córdoba","4.842","2023-02-28"
"2021-10-01","2021","25","Cundinamarca","20.477","2023-02-28"
"2021-10-01","2021","94","Guainía","59","2023-02-28"
"2021-10-01","2021","95","Guaviare","240","2023-02-28"
"2021-10-01","2021","41","Huila","1.408","2023-02-28"
"2021-10-01","2021","44","La Guajira","2.494","2023-02-28"
"2021-10-01","2021","47","Magdalena","2.846","2023-02-28"
"2021-10-01","2021","47001","Santa Marta","7.456","2023-02-28"
"2021-10-01","2021","50","Meta","7.161","2023-02-28"
"2021-10-01","2021","52","Nariño","10.872","2023-02-28"
"2021-10-01","2021","54","Norte de Santander","5.474","2023-02-28"
"2021-10-01","2021","86","Putumayo","681","2023-02-28"
"2021-10-01","2021","63","Quindío","610","2023-02-28"
"2021-10-01","2021","66","Risaralda","3.000","2023-02-28"
"2021-10-01","2021","88","San Andrés y Providencia","93","2023-02-28"
"2021-10-01","2021","68","Santander","6.087","2023-02-28"
"2021-10-01","2021","70","Sucre","4.427","2023-02-28"
"2021-10-01","2021","73","Tolima","11.494","2023-02-28"
"2021-10-01","2021","76","Valle del Cauca","23.286","2023-02-28"
"2021-10-01","2021","76109","Buenaventura","1.071","2023-02-28"
"2021-10-01","2021","97","Vaupés","234","2023-02-28"
"2021-10-01","2021","99","Vichada","178","2023-02-28"
"2021-10-01","2021","0","Privados","1.656","2023-02-28"
"2021-10-02","2021","05","Antioquia","23.498","2023-02-28"
"2021-10-02","2021","81","Arauca","414","2023-02-28"
"2021-10-02","2021","08","Atlántico","4.718","2023-02-28"
"2021-10-02","2021","08001","Barranquilla","4.913","2023-02-28"
"2021-10-02","2021","11","Bogotá","20.434","2023-02-28"
"2021-10-02","2021","13","Bolívar","4.804","2023-02-28"
"2021-10-02","2021","13001","Cartagena","4.151","2023-02-28"
"2021-10-02","2021","15","Boyacá","6.214","2023-02-28"
"2021-10-02","2021","17","Caldas","2.710","2023-02-28"
"2021-10-02","2021","18","Caquetá","1.050","2023-02-28"
"2021-10-02","2021","85","Casanare","1.041","2023-02-28"
"2021-10-02","2021","19","Cauca","2.981","2023-02-28"
"2021-10-02","2021","20","Cesar","10.246","2023-02-28"
"2021-10-02","2021","27","Chocó","521","2023-02-28"
"2021-10-02","2021","23","Córdoba","5.829","2023-02-28"
"2021-10-02","2021","25","Cundinamarca","13.765","2023-02-28"
"2021-10-02","2021","94","Guainía","38","2023-02-28"
"2021-10-02","2021","95","Guaviare","70","2023-02-28"
"2021-10-02","2021","41","Huila","3.073","2023-02-28"
"2021-10-02","2021","44","La Guajira","1.063","2023-02-28"
"2021-10-02","2021","47","Magdalena","1.562","2023-02-28"
"2021-10-02","2021","47001","Santa Marta","2.460","2023-02-28"
"2021-10-02","2021","50","Meta","3.083","2023-02-28"
"2021-10-02","2021","52","Nariño","3.685","2023-02-28"
"2021-10-02","2021","54","Norte de Santander","1.202","2023-02-28"
"2021-10-02","2021","86","Putumayo","439","2023-02-28"
"2021-10-02","2021","63","Quindío","1.093","2023-02-28"
"2021-10-02","2021","66","Risaralda","2.043","2023-02-28"
"2021-10-02","2021","88","San Andrés y Providencia","66","2023-02-28"
"2021-10-02","2021","68","Santander","4.225","2023-02-28"
"2021-10-02","2021","70","Sucre","2.267","2023-02-28"
"2021-10-02","2021","73","Tolima","1.606","2023-02-28"
"2021-10-02","2021","76","Valle del Cauca","3.752","2023-02-28"
"2021-10-02","2021","76109","Buenaventura","387","2023-02-28"
"2021-10-02","2021","99","Vichada","121","2023-02-28"
"2021-10-02","2021","0","Privados","1.353","2023-02-28"
"2021-10-03","2021","05","Antioquia","15.782","2023-02-28"
"2021-10-03","2021","81","Arauca","119","2023-02-28"
"2021-10-03","2021","08","Atlántico","1.333","2023-02-28"
"2021-10-03","2021","08001","Barranquilla","4.340","2023-02-28"
"2021-10-03","2021","11","Bogotá","31.954","2023-02-28"
"2021-10-03","2021","13","Bolívar","1.743","2023-02-28"
"2021-10-03","2021","13001","Cartagena","351","2023-02-28"
"2021-10-03","2021","15","Boyacá","3.297","2023-02-28"
"2021-10-03","2021","17","Caldas","400","2023-02-28"
"2021-10-03","2021","18","Caquetá","326","2023-02-28"
"2021-10-03","2021","85","Casanare","365","2023-02-28"
"2021-10-03","2021","19","Cauca","373","2023-02-28"
"2021-10-03","2021","20","Cesar","2.189","2023-02-28"
"2021-10-03","2021","27","Chocó","30","2023-02-28"
"2021-10-03","2021","23","Córdoba","2.366","2023-02-28"
"2021-10-03","2021","25","Cundinamarca","7.286","2023-02-28"
"2021-10-03","2021","94","Guainía","18","2023-02-28"
"2021-10-03","2021","95","Guaviare","63","2023-02-28"
"2021-10-03","2021","41","Huila","2.443","2023-02-28"
"2021-10-03","2021","44","La Guajira","113","2023-02-28"
"2021-10-03","2021","47","Magdalena","667","2023-02-28"
"2021-10-03","2021","47001","Santa Marta","1.561","2023-02-28"
"2021-10-03","2021","50","Meta","255","2023-02-28"
"2021-10-03","2021","52","Nariño","578","2023-02-28"
"2021-10-03","2021","54","Norte de Santander","1.202","2023-02-28"
"2021-10-03","2021","86","Putumayo","203","2023-02-28"
"2021-10-03","2021","63","Quindío","168","2023-02-28"
"2021-10-03","2021","66","Risaralda","206","2023-02-28"
"2021-10-03","2021","88","San Andrés y Providencia","5","2023-02-28"
"2021-10-03","2021","68","Santander","1.668","2023-02-28"
"2021-10-03","2021","70","Sucre","1.981","2023-02-28"
"2021-10-03","2021","73","Tolima","1.606","2023-02-28"
"2021-10-03","2021","76","Valle del Cauca","3.837","2023-02-28"
"2021-10-03","2021","76109","Buenaventura","69","2023-02-28"
"2021-10-03","2021","0","Privados","793","2023-02-28"
"2021-10-04","2021","91","Amazonas","61","2023-02-28"
"2021-10-04","2021","05","Antioquia","26.330","2023-02-28"
"2021-10-04","2021","81","Arauca","948","2023-02-28"
"2021-10-04","2021","08","Atlántico","4.367","2023-02-28"
"2021-10-04","2021","08001","Barranquilla","6.969","2023-02-28"
"2021-10-04","2021","11","Bogotá","44.120","2023-02-28"
"2021-10-04","2021","13","Bolívar","5.257","2023-02-28"
"2021-10-04","2021","13001","Cartagena","5.543","2023-02-28"
"2021-10-04","2021","15","Boyacá","8.731","2023-02-28"
"2021-10-04","2021","17","Caldas","1.924","2023-02-28"
"2021-10-04","2021","18","Caquetá","877","2023-02-28"
"2021-10-04","2021","85","Casanare","1.312","2023-02-28"
"2021-10-04","2021","19","Cauca","3.081","2023-02-28"
"2021-10-04","2021","20","Cesar","10.908","2023-02-28"
"2021-10-04","2021","27","Chocó","632","2023-02-28"
"2021-10-04","2021","23","Córdoba","8.404","2023-02-28"
"2021-10-04","2021","25","Cundinamarca","9.653","2023-02-28"
"2021-10-04","2021","94","Guainía","59","2023-02-28"
"2021-10-04","2021","95","Guaviare","364","2023-02-28"
"2021-10-04","2021","41","Huila","901","2023-02-28"
"2021-10-04","2021","44","La Guajira","2.440","2023-02-28"
"2021-10-04","2021","47","Magdalena","3.706","2023-02-28"
"2021-10-04","2021","47001","Santa Marta","5.169","2023-02-28"
"2021-10-04","2021","50","Meta","2.476","2023-02-28"
"2021-10-04","2021","52","Nariño","4.501","2023-02-28"
"2021-10-04","2021","54","Norte de Santander","2.961","2023-02-28"
"2021-10-04","2021","86","Putumayo","676","2023-02-28"
"2021-10-04","2021","63","Quindío","3.157","2023-02-28"
"2021-10-04","2021","66","Risaralda","3.673","2023-02-28"
"2021-10-04","2021","88","San Andrés y Providencia","61","2023-02-28"
"2021-10-04","2021","68","Santander","6.397","2023-02-28"
"2021-10-04","2021","70","Sucre","3.866","2023-02-28"
"2021-10-04","2021","73","Tolima","4.332","2023-02-28"
"2021-10-04","2021","76","Valle del Cauca","11.035","2023-02-28"
"2021-10-04","2021","76109","Buenaventura","1.099","2023-02-28"
"2021-10-04","2021","97","Vaupés","52","2023-02-28"
"2021-10-04","2021","99","Vichada","326","2023-02-28"
"2021-10-04","2021","0","Privados","186","2023-02-28"
"2021-10-05","2021","91","Amazonas","191","2023-02-28"
"2021-10-05","2021","05","Antioquia","29.208","2023-02-28"
"2021-10-05","2021","81","Arauca","1.035","2023-02-28"
"2021-10-05","2021","08","Atlántico","4.406","2023-02-28"
"2021-10-05","2021","08001","Barranquilla","6.300","2023-02-28"
"2021-10-05","2021","11","Bogotá","48.049","2023-02-28"
"2021-10-05","2021","13","Bolívar","6.739","2023-02-28"
"2021-10-05","2021","13001","Cartagena","5.815","2023-02-28"
"2021-10-05","2021","15","Boyacá","9.062","2023-02-28"
"2021-10-05","2021","17","Caldas","4.857","2023-02-28"
"2021-10-05","2021","18","Caquetá","1.357","2023-02-28"
"2021-10-05","2021","85","Casanare","1.571","2023-02-28"
"2021-10-05","2021","19","Cauca","4.210","2023-02-28"
"2021-10-05","2021","20","Cesar","10.680","2023-02-28"
"2021-10-05","2021","27","Chocó","991","2023-02-28"
"2021-10-05","2021","23","Córdoba","9.085","2023-02-28"
"2021-10-05","2021","25","Cundinamarca","33.750","2023-02-28"
"2021-10-05","2021","94","Guainía","43","2023-02-28"
"2021-10-05","2021","95","Guaviare","359","2023-02-28"
"2021-10-05","2021","41","Huila","3.854","2023-02-28"
"2021-10-05","2021","44","La Guajira","2.364","2023-02-28"
"2021-10-05","2021","47","Magdalena","2.981","2023-02-28"
"2021-10-05","2021","47001","Santa Marta","3.462","2023-02-28"
"2021-10-05","2021","50","Meta","4.128","2023-02-28"
"2021-10-05","2021","52","Nariño","4.913","2023-02-28"
"2021-10-05","2021","54","Norte de Santander","3.695","2023-02-28"
"2021-10-05","2021","86","Putumayo","921","2023-02-28"
"2021-10-05","2021","63","Quindío","1.770","2023-02-28"
"2021-10-05","2021","66","Risaralda","4.709","2023-02-28"
"2021-10-05","2021","88","San Andrés y Providencia","214","2023-02-28"
"2021-10-05","2021","68","Santander","9.855","2023-02-28"
"2021-10-05","2021","70","Sucre","5.638","2023-02-28"
"2021-10-05","2021","73","Tolima","4.937","2023-02-28"
"2021-10-05","2021","76","Valle del Cauca","4.794","2023-02-28"
"2021-10-05","2021","76109","Buenaventura","1.803","2023-02-28"
"2021-10-05","2021","97","Vaupés","482","2023-02-28"
"2021-10-05","2021","99","Vichada","133","2023-02-28"
"2021-10-05","2021","0","Privados","2.029","2023-02-28"
"2021-10-06","2021","91","Amazonas","11","2023-02-28"
"2021-10-06","2021","05","Antioquia","37.855","2023-02-28"
"2021-10-06","2021","81","Arauca","1.570","2023-02-28"
"2021-10-06","2021","08","Atlántico","10.347","2023-02-28"
"2021-10-06","2021","08001","Barranquilla","12.511","2023-02-28"
"2021-10-06","2021","11","Bogotá","44.200","2023-02-28"
"2021-10-06","2021","13","Bolívar","11.670","2023-02-28"
"2021-10-06","2021","13001","Cartagena","5.810","2023-02-28"
"2021-10-06","2021","15","Boyacá","7.201","2023-02-28"
"2021-10-06","2021","17","Caldas","3.765","2023-02-28"
"2021-10-06","2021","18","Caquetá","1.031","2023-02-28"
"2021-10-06","2021","85","Casanare","1.222","2023-02-28"
"2021-10-06","2021","19","Cauca","6.641","2023-02-28"
"2021-10-06","2021","20","Cesar","9.131","2023-02-28"
"2021-10-06","2021","27","Chocó","1.383","2023-02-28"
"2021-10-06","2021","23","Córdoba","10.831","2023-02-28"
"2021-10-06","2021","25","Cundinamarca","29.895","2023-02-28"
"2021-10-06","2021","94","Guainía","72","2023-02-28"
"2021-10-06","2021","95","Guaviare","499","2023-02-28"
"2021-10-06","2021","41","Huila","4.030","2023-02-28"
"2021-10-06","2021","44","La Guajira","3.085","2023-02-28"
"2021-10-06","2021","47","Magdalena","3.977","2023-02-28"
"2021-10-06","2021","47001","Santa Marta","2.971","2023-02-28"
"2021-10-06","2021","50","Meta","6.849","2023-02-28"
"2021-10-06","2021","52","Nariño","5.279","2023-02-28"
"2021-10-06","2021","54","Norte de Santander","6.385","2023-02-28"
"2021-10-06","2021","86","Putumayo","766","2023-02-28"
"2021-10-06","2021","63","Quindío","2.266","2023-02-28"
"2021-10-06","2021","66","Risaralda","5.035","2023-02-28"
"2021-10-06","2021","88","San Andrés y Providencia","159","2023-02-28"
"2021-10-06","2021","68","Santander","11.990","2023-02-28"
"2021-10-06","2021","70","Sucre","6.000","2023-02-28"
"2021-10-06","2021","73","Tolima","5.929","2023-02-28"
"2021-10-06","2021","76","Valle del Cauca","12.045","2023-02-28"
"2021-10-06","2021","76109","Buenaventura","900","2023-02-28"
"2021-10-06","2021","97","Vaupés","17","2023-02-28"
"2021-10-06","2021","0","Privados","976","2023-02-28"
"2021-10-07","2021","91","Amazonas","102","2023-02-28"
"2021-10-07","2021","05","Antioquia","50.418","2023-02-28"
"2021-10-07","2021","81","Arauca","1.737","2023-02-28"
"2021-10-07","2021","08","Atlántico","10.800","2023-02-28"
"2021-10-07","2021","08001","Barranquilla","14.470","2023-02-28"
"2021-10-07","2021","11","Bogotá","44.862","2023-02-28"
"2021-10-07","2021","13","Bolívar","10.837","2023-02-28"
"2021-10-07","2021","13001","Cartagena","7.794","2023-02-28"
"2021-10-07","2021","15","Boyacá","10.196","2023-02-28"
"2021-10-07","2021","17","Caldas","4.803","2023-02-28"
"2021-10-07","2021","18","Caquetá","1.322","2023-02-28"
"2021-10-07","2021","85","Casanare","2.101","2023-02-28"
"2021-10-07","2021","19","Cauca","5.157","2023-02-28"
"2021-10-07","2021","20","Cesar","7.772","2023-02-28"
"2021-10-07","2021","27","Chocó","1.829","2023-02-28"
"2021-10-07","2021","23","Córdoba","15.314","2023-02-28"
"2021-10-07","2021","25","Cundinamarca","20.246","2023-02-28"
"2021-10-07","2021","94","Guainía","39","2023-02-28"
"2021-10-07","2021","95","Guaviare","270","2023-02-28"
"2021-10-07","2021","41","Huila","3.915","2023-02-28"
"2021-10-07","2021","44","La Guajira","2.824","2023-02-28"
"2021-10-07","2021","47","Magdalena","6.060","2023-02-28"
"2021-10-07","2021","47001","Santa Marta","2.975","2023-02-28"
"2021-10-07","2021","50","Meta","7.673","2023-02-28"
"2021-10-07","2021","52","Nariño","5.800","2023-02-28"
"2021-10-07","2021","54","Norte de Santander","5.244","2023-02-28"
"2021-10-07","2021","86","Putumayo","758","2023-02-28"
"2021-10-07","2021","63","Quindío","2.057","2023-02-28"
"2021-10-07","2021","66","Risaralda","6.448","2023-02-28"
"2021-10-07","2021","88","San Andrés y Providencia","163","2023-02-28"
"2021-10-07","2021","68","Santander","21.149","2023-02-28"
"2021-10-07","2021","70","Sucre","7.980","2023-02-28"
"2021-10-07","2021","73","Tolima","8.200","2023-02-28"
"2021-10-07","2021","76","Valle del Cauca","16.243","2023-02-28"
"2021-10-07","2021","76109","Buenaventura","973","2023-02-28"
"2021-10-07","2021","97","Vaupés","60","2023-02-28"
"2021-10-07","2021","99","Vichada","207","2023-02-28"
"2021-10-07","2021","0","Privados","862","2023-02-28"
"2021-10-08","2021","91","Amazonas","227","2023-02-28"
"2021-10-08","2021","05","Antioquia","45.032","2023-02-28"
"2021-10-08","2021","81","Arauca","1.806","2023-02-28"
"2021-10-08","2021","08","Atlántico","14.421","2023-02-28"
"2021-10-08","2021","08001","Barranquilla","11.232","2023-02-28"
"2021-10-08","2021","11","Bogotá","41.432","2023-02-28"
"2021-10-08","2021","13","Bolívar","9.394","2023-02-28"
"2021-10-08","2021","13001","Cartagena","7.900","2023-02-28"
"2021-10-08","2021","15","Boyacá","9.227","2023-02-28"
"2021-10-08","2021","17","Caldas","6.719","2023-02-28"
"2021-10-08","2021","18","Caquetá","632","2023-02-28"
"2021-10-08","2021","85","Casanare","2.123","2023-02-28"
"2021-10-08","2021","19","Cauca","4.512","2023-02-28"
"2021-10-08","2021","20","Cesar","7.992","2023-02-28"
"2021-10-08","2021","27","Chocó","2.024","2023-02-28"
"2021-10-08","2021","23","Córdoba","9.595","2023-02-28"
"2021-10-08","2021","25","Cundinamarca","17.251","2023-02-28"
"2021-10-08","2021","94","Guainía","41","2023-02-28"
"2021-10-08","2021","95","Guaviare","445","2023-02-28"
"2021-10-08","2021","41","Huila","4.662","2023-02-28"
"2021-10-08","2021","44","La Guajira","3.219","2023-02-28"
"2021-10-08","2021","47","Magdalena","5.081","2023-02-28"
"2021-10-08","2021","47001","Santa Marta","2.600","2023-02-28"
"2021-10-08","2021","52","Nariño","5.731","2023-02-28"
"2021-10-08","2021","54","Norte de Santander","8.738","2023-02-28"
"2021-10-08","2021","86","Putumayo","783","2023-02-28"
"2021-10-08","2021","63","Quindío","2.790","2023-02-28"
"2021-10-08","2021","66","Risaralda","5.644","2023-02-28"
"2021-10-08","2021","88","San Andrés y Providencia","155","2023-02-28"
"2021-10-08","2021","68","Santander","20.723","2023-02-28"
"2021-10-08","2021","70","Sucre","6.288","2023-02-28"
"2021-10-08","2021","73","Tolima","9.401","2023-02-28"
"2021-10-08","2021","76","Valle del Cauca","16.724","2023-02-28"
"2021-10-08","2021","76109","Buenaventura","959","2023-02-28"
"2021-10-08","2021","97","Vaupés","7","2023-02-28"
"2021-10-08","2021","99","Vichada","115","2023-02-28"
"2021-10-09","2021","05","Antioquia","41.896","2023-02-28"
"2021-10-09","2021","81","Arauca","919","2023-02-28"
"2021-10-09","2021","08","Atlántico","9.956","2023-02-28"
